fish_id,battery_suite,group,date,start_time,treatment,exposure,latency,first_choice,num_changes,time_bright,mtpc,mov_bottom,mov_upper,mov_total,dist_bottom,dist_upper,dist_total,vel_bottom,vel_upper,vel_mean,attempts,last_flux,time_in_last_flux,resistance_index,lt,ls,wt,Kc,sex,blood_sugar,conductivity,pH
2BT96h00508,2,96h_0.5,2021-08-21,13:08:16,0.5,96,0,C,17,363.65,21.39117647,248,197,445,2675,2756,5431,10.78629032,13.98984772,12.38806902,,,,,3.3,2.7,0.33,,f,251,,
2BT96h00509,2,96h_0.5,2021-08-21,13:24:47,0.5,96,0,C,29,103.65,3.574137931,177,208,385,2258,3193,5451,12.75706215,15.35096154,14.05401184,,,,,3.1,2.3,0.23,,m,,,
2BT96h00510,2,96h_0.5,2021-08-21,13:41:05,0.5,96,0,C,16,258.25,16.140625,307,129,436,3655,1856,5511,11.90553746,14.3875969,13.14656718,,,,,3.3,2.8,0.36,,f,123,,
2BT96h00511,2,96h_0.5,2021-08-21,13:57:57,0.5,96,184,C,2,291.35,145.675,193,240,433,2750,3473,6223,14.24870466,14.47083333,14.359769,,,,,3,2.4,0.23,,f,,,
2BT96h00512,2,96h_0.5,2021-08-21,14:15:17,0.5,96,0,C,45,340.55,7.567777778,209,201,410,2925,3150,6075,13.99521531,15.67164179,14.83342855,,,,,3.1,2.5,0.25,,f,264,,
2BT96h00513,2,96h_0.5,2021-08-21,14:33:27,0.5,96,7,C,50,174.8,3.496,147,283,430,2403,4270,6673,16.34693878,15.08833922,15.717639,,,,,3,2.3,0.25,,m,112,,
2BT96h00514,2,96h_0.5,2021-08-21,14:49:50,0.5,96,0,C,33,73.25,2.21969697,253,161,414,3465,2817,6282,13.69565217,17.49689441,15.59627329,,,,,3,2.4,0.22,,m,,,
2BT96h00515,2,96h_0.5,2021-08-21,15:06:30,0.5,96,0,C,12,391.75,32.64583333,138,283,421,1996,3972,5968,14.46376812,14.03533569,14.2495519,,,,,2.7,2.3,0.18,,m,,,
2BT96h00516,2,96h_0.5,2021-08-21,15:35:48,0.5,96,9,C,38,226.1,5.95,180,187,367,2035,2598,4633,11.30555556,13.89304813,12.59930184,,,,,2.7,2.2,0.16,,f,,,
2BT96h01001,2,96h_1.0,2021-08-22,11:53:55,1.0,96,0,C,0,480,480,357,44,401,2331,622,2953,6.529411765,14.13636364,10.3328877,,,,,2.7,2.1,0.16,,m,,,
2BT96h01002,2,96h_1.0,2021-08-22,12:11:11,1.0,96,0,E,13,318.15,24.47307692,349,65,414,2822,1008,3830,8.085959885,15.50769231,11.7968261,,,,,2.6,2,0.18,,f,,,
2BT96h01003,2,96h_1.0,2021-08-22,12:28:09,1.0,96,0,C,8,464.9,58.1125,319,91,410,3427,1545,4972,10.74294671,16.97802198,13.86048434,,,,,2.9,2.2,0.18,,f,,,
2BT96h01004,2,96h_1.0,2021-08-22,12:44:35,1.0,96,0,C,0,480,480,0,458,458,0,3796,3796,,8.288209607,8.288209607,,,,,3,2.4,0.22,,m,,,
2BT96h01005,2,96h_1.0,2021-08-22,13:01:05,1.0,96,12,E,32,209.65,6.5515625,186,193,379,1767,1681,3448,9.5,8.70984456,9.10492228,,,,,2.7,2,0.17,,f,,,
2BT96h01006,2,96h_1.0,2021-08-22,13:18:03,1.0,96,10,C,29,207.7,7.162068966,157,240,397,2842,4143,6985,18.10191083,17.2625,17.68220541,,,,,2.9,2.4,0.23,,f,,,
2BT96h01007,2,96h_1.0,2021-08-22,13:34:20,1.0,96,22,E,11,246.4,22.4,237,172,409,2080,1912,3992,8.776371308,11.11627907,9.946325189,,,,,2.9,2.1,0.22,,f,107,,
2BT96h01008,2,96h_1.0,2021-08-22,13:50:47,1.0,96,0,C,0,480,480,368,52,420,3336,632,3968,9.065217391,12.15384615,10.60953177,,,,,2.9,2.2,0.25,,f,,,
2BT96h01009,2,96h_1.0,2021-08-22,14:07:59,1.0,96,15,C,11,414.8,37.70909091,248,134,382,2768,1879,4647,11.16129032,14.02238806,12.59183919,,,,,2.9,2.2,0.22,,m,,,
2BT96h01010,2,96h_1.0,2021-08-22,14:25:24,1.0,96,12,C,14,438.4,31.31428571,100,341,441,1364,4094,5458,13.64,12.0058651,12.82293255,,,,,3.4,2.7,0.36,,f,89,,
2BT96h01011,2,96h_1.0,2021-08-22,14:42:01,1.0,96,0,C,0,480,480,111,224,335,1544,2754,4298,13.90990991,12.29464286,13.10227638,,,,,2.6,1.9,0.13,,m,,,
2BT96h01012,2,96h_1.0,2021-08-22,14:58:16,1.0,96,0,C,6,457.5,76.25,184,224,408,1809,2528,4337,9.831521739,11.28571429,10.55861801,,,,,2.8,2.1,0.2,,m,,,
2BT96h01013,2,96h_1.0,2021-08-22,15:14:41,1.0,96,0,C,0,480,480,175,251,426,2111,3357,5468,12.06285714,13.37450199,12.71867957,,,,,3.7,2.4,0.26,,m,361,,
2BT96h01014,2,96h_1.0,2021-08-22,15:31:01,1.0,96,480,,,,,0,0,0,0,0,0,0,,0,,,,,,,,,,,,
2BT96h01015,2,96h_1.0,2021-08-22,15:47:10,1.0,96,0,C,2,473.1,236.55,194,204,398,1944,2210,4154,10.02061856,10.83333333,10.42697595,,,,,2.6,2,0.16,,m,,,
2BT96h01016,2,96h_1.0,2021-08-22,16:03:46,1.0,96,14,E,25,200.65,8.026,214,192,406,1822,1646,3468,8.514018692,8.572916667,8.543467679,,,,,2.9,2.2,0.16,,f,,,
3BT01hCTR01,3,01h_CTR,,,0.0,1,,,,,,,,,,,,,,,1,6,17,,3.2,2.7,0.32,1.62577,,,,
3BT01hCTR02,3,01h_CTR,,,0.0,1,,,,,,,,,,,,,,,2,2,18,,3.4,2.7,0.29,1.47335,m,142,,
3BT01hCTR03,3,01h_CTR,,,0.0,1,,,,,,,,,,,,,,,1,4,33,,3.6,2.4,0.18,1.30208,f,,,
3BT01hCTR04,3,01h_CTR,,,0.0,1,,,,,,,,,,,,,,,3,4,3,,3.5,2.7,0.27,1.37174,,396,,
3BT01hCTR05,3,01h_CTR,,,0.0,1,,,,,,,,,,,,,,,1,6,32,,3.5,2.9,0.36,1.47608,f,,,
3BT01hCTR06,3,01h_CTR,,,0.0,1,,,,,,,,,,,,,,,2,3,16,,3.6,2.9,0.37,1.51708,f,,,
3BT01hCTR07,3,01h_CTR,,,0.0,1,,,,,,,,,,,,,,,1,7,0,,3.2,2.5,0.27,1.728,m,,,
3BT01hCTR08,3,01h_CTR,,,0.0,1,,,,,,,,,,,,,,,1,6,15,,3.8,2.8,0.33,1.50328,f,43,,
3BT01hCTR09,3,01h_CTR,,,0.0,1,,,,,,,,,,,,,,,1,8,30,,3.7,2.8,0.37,1.6855,f,137,,
3BT01hCTR10,3,01h_CTR,,,0.0,1,,,,,,,,,,,,,,,1,4,45,,3.4,2.7,0.33,1.67657,f,,,
3BT01hCTR11,3,01h_CTR,,,0.0,1,,,,,,,,,,,,,,,1,6,49,,3,2.5,0.23,1.472,m,,,
3BT01hCTR12,3,01h_CTR,,,0.0,1,,,,,,,,,,,,,,,1,6,50,,3.4,2.7,0.28,1.42255,f,,,
3BT01hCTR13,3,01h_CTR,,,0.0,1,,,,,,,,,,,,,,,1,4,14,,3,2.4,0.21,1.5191,m,142,,
3BT01hCTR14,3,01h_CTR,,,0.0,1,,,,,,,,,,,,,,,1,10,37,,3.3,2.7,0.26,1.32094,m,152,,
3BT01hCTR15,3,01h_CTR,,,0.0,1,,,,,,,,,,,,,,,1,6,0,,3.6,3.1,0.38,1.27555,f,165,,
3BT01hCTR16,3,01h_CTR,,,0.0,1,,,,,,,,,,,,,,,1,7,5,,3.1,2.5,0.24,,m,327,,
3BT01h00501,3,01h_0.5,,,0.5,1,,,,,,,,,,,,,,,1,6,26,,3.4,2.4,0.28,,m,,,
3BT01h00502,3,01h_0.5,,,0.5,1,,,,,,,,,,,,,,,2,6,48,,3.3,2.6,0.27,,m,,,
3BT01h00503,3,01h_0.5,,,0.5,1,,,,,,,,,,,,,,,3,9,7,,3.5,2.9,0.43,,f,161,,
3BT01h00504,3,01h_0.5,,,0.5,1,,,,,,,,,,,,,,,2,6,38,,3.4,2.7,0.28,,m,322,,
3BT01h00505,3,01h_0.5,,,0.5,1,,,,,,,,,,,,,,,1,7,47,,3.1,2.5,0.28,,m,,,
3BT01h00506,3,01h_0.5,,,0.5,1,,,,,,,,,,,,,,,1,6,31,,3.3,2.6,0.28,,,,,
3BT01h00507,3,01h_0.5,,,0.5,1,,,,,,,,,,,,,,,1,5,47,,3.1,2.5,0.18,,m,102,,
3BT01h00508,3,01h_0.5,,,0.5,1,,,,,,,,,,,,,,,2,8,33,,3.9,3.2,0.49,,f,324,,
3BT01h00509,3,01h_0.5,,,0.5,1,,,,,,,,,,,,,,,2,5,12,,3.1,2.5,0.3,,f,,,
3BT01h00510,3,01h_0.5,,,0.5,1,,,,,,,,,,,,,,,1,2,31,,3.9,3.2,0.62,,f,384,,
3BT01h00511,3,01h_0.5,,,0.5,1,,,,,,,,,,,,,,,1,2,26,,3.4,2.7,0.33,,f,,,
3BT01h00512,3,01h_0.5,,,0.5,1,,,,,,,,,,,,,,,1,2,29,,3.3,2.7,0.31,,m,,,
3BT01h00513,3,01h_0.5,,,0.5,1,,,,,,,,,,,,,,,1,7,20,,3.5,2.5,0.46,,f,,,
3BT01h00514,3,01h_0.5,,,0.5,1,,,,,,,,,,,,,,,1,4,28,,3.4,2.5,0.4,,f,432,,
3BT01h00515,3,01h_0.5,,,0.5,1,,,,,,,,,,,,,,,1,3,31,,3.5,2.7,0.39,,m,,,
3BT01h00516,3,01h_0.5,,,0.5,1,,,,,,,,,,,,,,,1,6,35,,3.4,2.6,0.58,,f,306,,
3BT01h01001,3,01h_1.0,,,1,1,,,,,,,,,,,,,,,2,3,43,,3.1,2.6,0.26,,m,101,,
3BT01h01002,3,01h_1.0,,,1,1,,,,,,,,,,,,,,,2,6,30,,3.8,3.1,0.58,,f,204,,
3BT01h01003,3,01h_1.0,,,1,1,,,,,,,,,,,,,,,4,5,18,,3.2,2.6,0.31,,m,114,,
3BT01h01004,3,01h_1.0,,,1,1,,,,,,,,,,,,,,,1,3,50,,3.5,2.9,0.36,,m,67,,
3BT01h01005,3,01h_1.0,,,1,1,,,,,,,,,,,,,,,1,6,8,,3.8,3,0.58,,f,,,
3BT01h01006,3,01h_1.0,,,1,1,,,,,,,,,,,,,,,4,6,26,,3.7,3.1,0.47,,,287,,
3BT01h01007,3,01h_1.0,,,1,1,,,,,,,,,,,,,,,5,1,9,,3.1,2.5,0.2,,m,,,
3BT01h01008,3,01h_1.0,,,1,1,,,,,,,,,,,,,,,5,1,14,,3.5,2.5,0.31,,m,147,,
3BT01h01009,3,01h_1.0,,,1,1,,,,,,,,,,,,,,,5,1,59,,3.1,2.6,0.31,,m,135,,
3BT01h01010,3,01h_1.0,,,1,1,,,,,,,,,,,,,,,5,1,14,,3.3,2.8,0.29,,f,132,,
3BT01h01011,3,01h_1.0,,,1,1,,,,,,,,,,,,,,,3,2,41,,3.5,2.8,0.32,,f,198,,
3BT01h01012,3,01h_1.0,,,1,1,,,,,,,,,,,,,,,2,5,7,,3.2,2.6,0.26,,m,109,,
3BT01h01013,3,01h_1.0,,,1,1,,,,,,,,,,,,,,,5,1,14,,3.2,2.6,0.25,,m,69,,
3BT01h01014,3,01h_1.0,,,1,1,,,,,,,,,,,,,,,1,4,54,,3.4,2.7,0.27,,,38,,
3BT01h01015,3,01h_1.0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3BT01h01016,3,01h_1.0,,,1,1,,,,,,,,,,,,,,,3,3,11,,2.5,1.9,0.11,,m,,,
3BT24hCTR01,3,24h_CTR,,,0,24,,,,,,,,,,,,,,,1,7,41,,3.1,2.6,0.43,,f,143,,
3BT24hCTR02,3,24h_CTR,,,0,24,,,,,,,,,,,,,,,1,6,52,,3.5,2.8,0.46,,f,,,
3BT24hCTR03,3,24h_CTR,,,0,24,,,,,,,,,,,,,,,2,3,51,,2.9,2.4,0.21,,m,,,
3BT24hCTR04,3,24h_CTR,,,0,24,,,,,,,,,,,,,,,1,5,31,,2.9,2.4,0.23,,m,159,,
3BT24hCTR05,3,24h_CTR,,,0,24,,,,,,,,,,,,,,,1,7,29,,3.5,2.8,0.42,,f,,,
3BT24hCTR06,3,24h_CTR,,,0,24,,,,,,,,,,,,,,,5,1,54,,3.4,2.6,0.24,,m,,,
3BT24hCTR07,3,24h_CTR,,,0,24,,,,,,,,,,,,,,,2,4,31,,3.2,2.6,0.22,,m,136,,
3BT24hCTR08,3,24h_CTR,,,0,24,,,,,,,,,,,,,,,1,11,43,,2.9,2.2,0.22,,m,150,,
3BT24hCTR09,3,24h_CTR,,,0,24,,,,,,,,,,,,,,,1,6,14,,3.7,3.4,0.49,,f,256,,
3BT24hCTR10,3,24h_CTR,,,0,24,,,,,,,,,,,,,,,1,12,22,,3.1,2.5,0.22,,m,392,,
3BT24hCTR11,3,24h_CTR,,,0,24,,,,,,,,,,,,,,,1,7,16,,3.5,2.9,0.34,,f,,,
3BT24hCTR12,3,24h_CTR,,,0,24,,,,,,,,,,,,,,,1,9,21,,3.5,2.8,0.33,,m,,,
3BT24hCTR13,3,24h_CTR,,,0,24,,,,,,,,,,,,,,,1,8,43,,3.5,2.9,0.41,,f,,,
3BT24hCTR14,3,24h_CTR,,,0,24,,,,,,,,,,,,,,,1,3,44,,3.4,2.6,0.29,,m,367,,
3BT24hCTR15,3,24h_CTR,,,0,24,,,,,,,,,,,,,,,1,8,12,,3.3,2.8,0.42,,f,,,
3BT24h00501,3,24h_0.5,,,0.5,24,,,,,,,,,,,,,,,1,6,6,,3.5,2.9,0.32,,f,104,,
3BT24h00502,3,24h_0.5,,,0.5,24,,,,,,,,,,,,,,,1,4,37,,3,2.4,0.14,,m,,,
3BT24h00503,3,24h_0.5,,,0.5,24,,,,,,,,,,,,,,,1,6,3,,2.8,2.3,0.17,,m,120,,
3BT24h00504,3,24h_0.5,,,0.5,24,,,,,,,,,,,,,,,1,6,15,,3,2.5,0.24,,f,107,,
3BT24h00505,3,24h_0.5,,,0.5,24,,,,,,,,,,,,,,,1,6,7,,2.8,2.4,0.18,,m,114,,
3BT24h00506,3,24h_0.5,,,0.5,24,,,,,,,,,,,,,,,5,1,30,,3,2.4,0.21,,f,,,
3BT24h00507,3,24h_0.5,,,0.5,24,,,,,,,,,,,,,,,2,6,18,,3.1,2.4,0.18,,m,116,,
3BT24h00508,3,24h_0.5,,,0.5,24,,,,,,,,,,,,,,,1,8,14,,3.4,2.8,0.3,,f,288,,
3BT24h00509,3,24h_0.5,,,0.5,24,,,,,,,,,,,,,,,1,7,27,,3.5,2.9,0.28,,m,138,,
3BT24h00510,3,24h_0.5,,,0.5,24,,,,,,,,,,,,,,,1,4,38,,3.2,2.6,0.42,,f,219,,
3BT24h00511,3,24h_0.5,,,0.5,24,,,,,,,,,,,,,,,1,7,15,,3.4,2.6,0.29,,m,104,,
3BT24h00512,3,24h_0.5,,,0.5,24,,,,,,,,,,,,,,,1,7,38,,3.3,2.7,0.38,,f,358,,
3BT24h00513,3,24h_0.5,,,0.5,24,,,,,,,,,,,,,,,1,7,21,,3.4,2.7,0.36,,m,,,
3BT24h00514,3,24h_0.5,,,0.5,24,,,,,,,,,,,,,,,5,7,10,,3.2,2.6,0.18,,m,,,
3BT24h01001,3,24h_1.0,,,1,24,,,,,,,,,,,,,,,2,6,17,,3.6,2.9,0.35,,f,75,,
3BT24h01002,3,24h_1.0,,,1,24,,,,,,,,,,,,,,,4,5,23,,3,2.5,0.27,,m,76,,
3BT24h01003,3,24h_1.0,,,1,24,,,,,,,,,,,,,,,2,3,44,,3.6,3.1,0.7,,f,183,,
3BT24h01004,3,24h_1.0,,,1,24,,,,,,,,,,,,,,,1,6,7,,3.4,2.8,0.35,,m,136,,
3BT24h01005,3,24h_1.0,,,1,24,,,,,,,,,,,,,,,1,7,10,,3.3,2.7,0.28,,m,80,,
3BT24h01006,3,24h_1.0,,,1,24,,,,,,,,,,,,,,,2,3,11,,3.4,2.7,0.33,,f,42,,
3BT24h01007,3,24h_1.0,,,1,24,,,,,,,,,,,,,,,4,6,29,,3.1,2.5,0.25,,m,88,,
3BT24h01008,3,24h_1.0,,,1,24,,,,,,,,,,,,,,,3,4,11,,3.2,2.5,0.25,,m,,,
3BT24h01009,3,24h_1.0,,,1,24,,,,,,,,,,,,,,,2,2,7,,3.5,2.8,0.24,,m,84,,
3BT24h01010,3,24h_1.0,,,1,24,,,,,,,,,,,,,,,1,4,23,,4,3.6,0.27,,m,,,
3BT24h01011,3,24h_1.0,,,1,24,,,,,,,,,,,,,,,4,4,43,,3.6,3,0.36,,m,115,,
3BT24h01012,3,24h_1.0,,,1,24,,,,,,,,,,,,,,,5,1,12,,3,2.5,0.32,,m,107,,
3BT96hCTR01,3,96h_CTR,,,0,96,,,,,,,,,,,,,,,1,3,48,,2.5,2.3,0.16,,m,,,
3BT96hCTR02,3,96h_CTR,,,0,96,,,,,,,,,,,,,,,2,2,7,,2.5,2,0.1,,m,,,
3BT96hCTR03,3,96h_CTR,,,0,96,,,,,,,,,,,,,,,1,7,9,,3,2.4,0.15,,f,,,
3BT96hCTR04,3,96h_CTR,,,0,96,,,,,,,,,,,,,,,1,5,31,,3.5,2.7,0.42,,f,,,
3BT96hCTR05,3,96h_CTR,,,0,96,,,,,,,,,,,,,,,1,9,15,,3,2.5,0.19,,m,99,,
3BT96hCTR06,3,96h_CTR,,,0,96,,,,,,,,,,,,,,,1,7,25,,3,2.5,0.16,,,89,,
3BT96hCTR07,3,96h_CTR,,,0,96,,,,,,,,,,,,,,,1,2,12,,3,2.4,0.2,,m,,,
3BT96hCTR08,3,96h_CTR,,,0,96,,,,,,,,,,,,,,,1,9,18,,3.3,2.7,0.33,,m,98,,
3BT96hCTR09,3,96h_CTR,,,0,96,,,,,,,,,,,,,,,1,9,5,,3,2.4,0.19,,,116,,
3BT96hCTR10,3,96h_CTR,,,0,96,,,,,,,,,,,,,,,1,8,12,,3.5,2.8,0.31,,m,,,
3BT96hCTR11,3,96h_CTR,,,0,96,,,,,,,,,,,,,,,1,5,4,,3.1,2.5,0.22,,m,,,
3BT96hCTR12,3,96h_CTR,,,0,96,,,,,,,,,,,,,,,1,9,40,,3.7,3,0.34,,f,125,,
3BT96hCTR13,3,96h_CTR,,,0,96,,,,,,,,,,,,,,,1,9,54,,3,2.4,0.29,,m,,,
3BT96hCTR14,3,96h_CTR,,,0,96,,,,,,,,,,,,,,,1,8,30,,3.1,2.5,0.24,,f,,,
3BT96hCTR15,3,96h_CTR,,,0,96,,,,,,,,,,,,,,,1,9,46,,4.2,3.4,0.57,,f,179,,
3BT96hCTR16,3,96h_CTR,,,0,96,,,,,,,,,,,,,,,1,6,17,,3.3,2.5,0.23,,f,180,,
3BT96h00501,3,96h_0.5,,,0.5,96,,,,,,,,,,,,,,,3,4,49,,2.7,2.1,0.13,,m,,,
3BT96h00502,3,96h_0.5,,,0.5,96,,,,,,,,,,,,,,,2,2,38,,2.9,2.4,0.1,,m,,,
3BT96h00503,3,96h_0.5,,,0.5,96,,,,,,,,,,,,,,,2,6,24,,3.6,2.5,0.3,,f,73,,
3BT96h00504,3,96h_0.5,,,0.5,96,,,,,,,,,,,,,,,2,2,20,,3.1,2.5,0.16,,m,,,
3BT96h00505,3,96h_0.5,,,0.5,96,,,,,,,,,,,,,,,5,1,21,,3.4,2.7,0.21,,m,,,
3BT96h00506,3,96h_0.5,,,0.5,96,,,,,,,,,,,,,,,1,7,10,,3.4,2.6,0.24,,f,53,,
3BT96h00507,3,96h_0.5,,,0.5,96,,,,,,,,,,,,,,,2,3,6,,3.2,2.4,0.18,,f,,,
3BT96h00508,3,96h_0.5,,,0.5,96,,,,,,,,,,,,,,,1,6,40,,3.5,2.8,0.28,,f,,,
3BT96h00509,3,96h_0.5,,,0.5,96,,,,,,,,,,,,,,,5,1,42,,3.2,2.6,0.11,,m,,,
3BT96h00510,3,96h_0.5,,,0.5,96,,,,,,,,,,,,,,,1,3,18,,2.9,2.4,0.12,,m,,,
3BT96h00511,3,96h_0.5,,,0.5,96,,,,,,,,,,,,,,,3,4,16,,3,2.4,0.15,,m,,,
3BT96h00512,3,96h_0.5,,,0.5,96,,,,,,,,,,,,,,,2,5,8,,3.4,2.7,0.22,,f,127,,
3BT96h00513,3,96h_0.5,,,0.5,96,,,,,,,,,,,,,,,1,6,8,,3.3,2.7,0.27,,f,74,,
3BT96h00514,3,96h_0.5,,,0.5,96,,,,,,,,,,,,,,,3,7,59,,3.5,2.8,0.28,,f,120,,
3BT96h00515,3,96h_0.5,,,0.5,96,,,,,,,,,,,,,,,2,6,37,,3,2.4,0.19,,m,,,
3BT96h00516,3,96h_0.5,,,0.5,96,,,,,,,,,,,,,,,5,1,38,,3.3,2.7,0.28,,m,,,
3BT96h01001,3,96h_1.0,,,1,96,,,,,,,,,,,,,,,1,3,37,,3.2,2.4,0.19,,m,,,
3BT96h01002,3,96h_1.0,,,1,96,,,,,,,,,,,,,,,3,2,55,,3.4,2.8,0.27,,f,,,
3BT96h01003,3,96h_1.0,,,1,96,,,,,,,,,,,,,,,1,2,29,,3.1,2.5,0.22,,f,,,
3BT96h01004,3,96h_1.0,,,1,96,,,,,,,,,,,,,,,5,1,18,,3.1,2.6,0.16,,m,,,
3BT96h01005,3,96h_1.0,,,1,96,,,,,,,,,,,,,,,1,6,4,,3.7,3,0.39,,f,55,,
3BT96h01006,3,96h_1.0,,,1,96,,,,,,,,,,,,,,,1,6,11,,3.3,2.7,0.32,,f,,,
3BT96h01007,3,96h_1.0,,,1,96,,,,,,,,,,,,,,,3,2,10,,3.4,2.7,0.19,,m,,,
3BT96h01008,3,96h_1.0,,,1,96,,,,,,,,,,,,,,,2,3,43,,3.2,2.6,0.21,,m,,,
3BT96h01009,3,96h_1.0,,,1,96,,,,,,,,,,,,,,,5,1,36,,2.8,2.2,0.18,,m,,,
3BT96h01010,3,96h_1.0,,,1,96,,,,,,,,,,,,,,,1,5,55,,3,2.4,0.18,,m,71,,
3BT96h01011,3,96h_1.0,,,1,96,,,,,,,,,,,,,,,1,5,43,,3.5,2.9,0.41,,f,122,,
3BT96h01012,3,96h_1.0,,,1,96,,,,,,,,,,,,,,,1,5,35,,4.3,3.4,0.56,,f,91,,
3BT96h01013,3,96h_1.0,,,1,96,,,,,,,,,,,,,,,1,4,12,,3.7,2.8,0.36,,m,69,,
3BT96h01014,3,96h_1.0,,,1,96,,,,,,,,,,,,,,,1,6,1,,3.6,2.8,0.31,,m,37,,
3BT96h01015,3,96h_1.0,,,1,96,,,,,,,,,,,,,,,3,4,13,,3.5,2.7,0.38,,f,113,,